no;urut;kode;pemda;pdrbb2013;pdrbb2014;pdrbb2015;pdrbb2016;pdrbb2017;pdrbb2018;pdrbb2019;pdrbb2020;pdrbb2021;pdrbb2022;pdrbb2023;gpdrbb2014;gpdrbb2015;gpdrbb2016;gpdrbb2017;gpdrbb2018;gpdrbb2019;gpdrbb2020;gpdrbb2021;gpdrbb2022;gpdrbb2023;bd2014;bd2015;bd2016;bd2017;bd2018;bd2019;bd2020;bd2021;bd2022;bd2023;prpad2014;prpad2015;prpad2016;prpad2017;prpad2018;prpad2019;prpad2020;prpad2021;prpad2022;prpad2023;prbm2014;prbm2015;prbm2016;prbm2017;prbm2018;prbm2019;prbm2020;prbm2021;prbm2022;prbm2023;eftpad2014;eftpad2015;eftpad2016;eftpad2017;eftpad2018;eftpad2019;eftpad2020;eftpad2021;eftpad2022;eftpad2023;ba2014;ba2015;ba2016;ba2017;ba2018;ba2019;ba2020;ba2021;ba2022;ba2023;psilpa2014;psilpa2015;psilpa2016;psilpa2017;psilpa2018;psilpa2019;psilpa2020;psilpa2021;psilpa2022;psilpa2023;size2014;size2015;size2016;size2017;size2018;size2019;size2020;size2021;size2022;size2023;opinib2014;opinib2015;opinib2016;opinib2017;opinib2018;opinib2019;opinib2020;opinib2021;opinib2022;opinib2023;area2014;area2015;area2016;area2017;area2018;area2019;area2020;area2021;area2022;area2023;adm2014;adm2015;adm2016;adm2017;adm2018;adm2019;adm2020;adm2021;adm2022;adm2023
81;99;5308;KABUPATEN ENDE;5308;4112;4483;4911;5267;5689;6107;6075;6315;6793;7374;;;;;;;;;;;0,00110969;0,070614039;0,076020996;0,007505593;0,04897784;0,014450303;0,082002801;0,071170411;0,119189619;0,039206194;0,078946059;0,064446438;0,059559633;0,086264672;0,055836911;0,055719656;0,079486744;0,061265685;0,063188188;0,060944453;0,164912107;0,16739333;0,20507316;0,192994877;0,136365072;0,201386192;0,155145272;0,127314844;0,132653153;0,13151732;1,277168171;0,973708642;1,101850864;1,615818052;0,769122166;0,875952753;1,04416164;0,74014747;0,888485631;0,860780418;0,044826978;0,049880636;0,157803477;0,010094994;0,038546664;0,035349756;0,058477308;0,066485787;0,189930356;0,049162104;0,200202974;0,166196958;0,141005111;0,065082322;0,054447699;0,068623435;0,047053535;0,045052892;0,022855979;0,022994519;1,58676E+12;1,19904E+12;1,42074E+12;1,43515E+12;1,50157E+12;1,56727E+12;1,55555E+12;1,50178E+12;1,473E+12;1,51687E+12;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
82;100;7316;KABUPATEN ENREKANG;7316;4632;5241;5891;6361;6720;7298;7529;8204;9025;9652;;;;;;;;;;;0,044368481;0,146000589;0,074731063;0,024127274;0,025985494;0,028543731;0,040076376;0,063628086;0,008071725;0,043439425;0,04747847;0,053502351;0,054591924;0,099628568;0,065129646;0,068792839;0,07105884;0,071672832;0,091764041;0,071284476;0,173912082;0,285595463;0,302295045;0,202600705;0,159079708;0,1555247;0,20341732;0,226295013;0,323709798;0,164892786;1,281244396;1,042438239;0,614239531;0,969724561;0,762832991;0,670339674;0,747648704;0,7346742;0,939351931;0,499816861;0,060687447;0,052166014;0,050891552;0,026313983;0,064858009;0,034020867;0,047922625;0,29704641;0,385828704;0,044376473;0,099344448;0,086030566;0,006024843;0,007147814;0,005145459;0,016101351;0,010858897;0,022879661;0,066650403;0,01056086;1,63644E+12;1,7676E+12;1,70631E+12;1,80273E+12;1,8611E+12;1,91295E+12;2,01012E+12;2,21301E+12;2,47789E+12;2,51383E+12;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
83;101;9203;KABUPATEN FAK-FAK;9203;3242;3712;4079;4495;4903;5316;5201;5340;5591;5820;;;;;;;;;;;0,005866297;0,042219587;0,130902681;0,10304832;0,018341194;0,10374138;0,076030375;0,015190465;0,088343801;0,023185885;0,049086152;0,033949861;0,039968956;0,029800683;0,032628968;0,031093301;0,036295557;0,033089159;0,024193237;0,015794522;0,310076478;0,324249407;0,310236746;0,316698758;0,235131053;0,213434817;0,169062003;0,097365651;0,160101405;0,185404142;1,284973491;0,510000614;0,490824855;0,635500442;0,6190346;0,729803291;0,678966833;0,634075729;0,519742088;0,794388868;0,101305503;0,052751971;0,123244167;0,017355406;0,106474303;0,079311597;0,055594232;0,087664885;0,032001033;0,005980213;0,205592911;0,071498598;0,033632646;0,076552666;0,142167167;0,116219462;0,092612322;0,118803288;0,090826363;0,029323125;2,46499E+12;2,25492E+12;2,6493E+12;3,02556E+12;3,19634E+12;3,21183E+12;3,2327E+12;2,58898E+12;2,62516E+12;2,63763E+12;0;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0
84;102;5306;KABUPATEN FLORES TIMUR;5306;3486;3813;4163;4511;4901;5252;5270;5380;5655;6081;;;;;;;;;;;0,004042131;0,034945081;0,033746262;0,009091472;0,023538274;0,016103015;0,058335859;0,048556348;0,013007133;0,008593535;0,059607118;0,056239835;0,04744269;0,05357072;0,051107798;0,054726194;0,048116812;0,055340118;0,050539669;0,043806015;0,12461501;0,136749194;0,161510239;0,120768017;0,173785218;0,141816485;0,123828579;0,129750265;0,089626282;0,093143626;1,240838562;1,069669509;0,857660002;1,081615854;0,937552487;0,833588078;0,680036794;0,843319538;1,172672737;1,049741125;0,109900493;0,045728572;0,018420821;0,006779588;0,025433283;0,010111031;0,069818548;0,036455042;0,027282259;0,019142959;0,112364583;0,082982644;0,045981152;0,065282315;0,053140352;0,039083565;0,047760493;0,037730371;0,051120987;0,079380499;1,61693E+12;1,06532E+12;1,06787E+12;1,19176E+12;1,32997E+12;1,38057E+12;1,17256E+12;1,40925E+12;1,28021E+12;1,29859E+12;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
85;103;3205;KABUPATEN GARUT;3205;37085;40665;44452;48029;53037;57579;58043;60836;66591;72229;;;;;;;;;;;0,128567491;0,114077278;0,006684039;0,201590534;0,086514265;0,126758057;0,005290577;0,086837635;0,093101358;0,094668603;0,118478523;0,118397871;0,102778013;0,1565134;0,097945915;0,101476942;0,105549011;0,119712831;0,105045066;0,11204535;0,160131496;0,163057497;0,161786575;0,140745019;0,126277932;0,120376631;0,10123568;0,120181742;0,149505343;0,141492554;1,463187896;1,137464107;0,902052966;1,571223546;0,994845246;1,028810078;0,947255533;1,158845649;0,902748745;1,015950909;0,059911716;0,080299147;0,013723285;0,166210679;0,035418552;0,076922528;0,004222654;0,046742328;0,060999929;0,057857727;0,05815501;0,026036461;0,035381338;0,039613285;0,048829833;0,068672293;0,053511923;0,056418496;0,040593056;0,029925925;3,96676E+12;3,02885E+12;3,77205E+12;4,17765E+12;4,68221E+12;4,82704E+12;3,01994E+12;4,82126E+12;4,41434E+12;4,75538E+12;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
86;105;5104;KABUPATEN GIANYAR;5104;17909;20140;22113;24224;26488;28581;25842;25788;27944;30529;;;;;;;;;;;0,232621319;0,140154304;0,036505986;0,031134333;0,039665642;0,001507889;0,260690742;0,238322802;0,033100939;0,022174774;0,290113359;0,299333523;0,314874755;0,385886266;0,38459344;0,432019885;0,289626621;0,274003948;0,409722542;0,584991183;0,156366575;0,149014245;0,173486103;0,212881652;0,145113746;0,112291561;0,198816138;0,257839314;0,188749542;0,127567802;1,36078173;1,233737451;1,18235789;1,143846882;1,106956345;1,008465087;0,443705289;0,486181344;0,927500879;1,064369407;0,102479413;0,04104583;0,067860725;0,079451901;0,03117259;0,162669132;0,311630271;0,283080856;0,085645103;0,075869434;0,163733541;0,164183377;0,078345659;0,062817544;0,025928181;0,039989301;0,010873918;0,015983328;0,010173452;0,014662101;1,6006E+12;1,72991E+12;1,77262E+12;2,21181E+12;2,27044E+12;2,61667E+12;2,84913E+12;3,1288E+12;3,32117E+12;7,81716E+12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
87;106;7501;KABUPATEN GORONTALO;7501;7939;8983;9994;10885;11837;12887;13045;13714;14894;16090;;;;;;;;;;;0,077819791;0,073513821;0,003064098;0,017966447;0,03956772;0,002004117;0,061789568;0,069347675;0,094218479;0,052776284;0,114922029;0,10358118;0,100394658;0,151196831;0,101569718;0,103702156;0,090982087;0,09063675;0,102353064;0,111960205;0,169806111;0,172581567;0,183269497;0,123625623;0,193596458;0,164867876;0,120208138;0,229396808;0,203991538;0,139275751;1,684180985;1,242938236;1,233578124;1,714288422;1,235506758;1,090329172;0,729131466;0,735074904;0,67465594;0,744487186;0,028604895;0,064232188;0,159100901;0,036531574;0,041759322;0,005655054;0,107050494;0,20712786;0,018915299;0,022171807;0,139445305;0,09623892;0,239219568;0,071423015;0,05987469;0,022192869;0,034415435;0,078383982;0,055024422;0,017063278;2,12314E+12;1,24489E+12;1,38054E+12;1,42642E+12;1,62106E+12;1,66712E+12;1,67314E+12;1,94133E+12;1,9885E+12;2,01791E+12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
88;107;7505;KABUPATEN GORONTALO UTARA;7505;1990;2262;2561;2807;3080;3370;3429;3592;3856;4147;;;;;;;;;;;0,006101318;0,064411964;0,073464867;0,001818438;0,016964643;0,001683637;0,074060919;0,028078699;0,034363238;0,00718012;0,045243718;0,046244642;0,03601892;0,061617542;0,038679835;0,041386544;0,035135764;0,038138141;0,029161181;0,045114504;0,233150082;0,23617172;0,231510449;0,220430164;0,164737623;0,184944063;0,189111441;0,179297615;0,254042526;0,239676599;1,44541037;1,123015003;0,973644298;1,644672989;0,953303947;1,085066486;0,821188955;0,857751923;0,645350108;1,078655155;0,091979972;0,02937968;0,126703332;0,050552302;0,047768495;0,049429775;0,114706841;0,063033326;0,162975897;0,065427222;0,103389861;0,039467296;0,037291265;0,049369581;0,039183499;0,041750856;0,05515514;0,042221379;0,102804407;0,025980543;1,00504E+12;7,57568E+11;8,67004E+11;9,54776E+11;9,91243E+11;1,08604E+12;1,11599E+12;1,10528E+12;1,27832E+12;2,57005E+12;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
89;109;3525;KABUPATEN GRESIK;3525;93798;100724;107877;118519;130409;139044;134269;144656;163908;176261;;;;;;;;;;;0,062770411;0,019521564;0,114501544;0,064671201;0,007302795;0,025845806;0,139153243;0,042172251;0,021146934;0,118850706;0,317526825;0,328336563;0,283687281;0,31783386;0,332802964;0,314432012;0,314565392;0,329140997;0,354000991;0,34276591;0,241071043;0,230990277;0,16195139;0,159810132;0,13802307;0,18050929;0,09100111;0,093518031;0,087268118;0,126173165;1,100706559;0,949760116;0,773512726;0,917763323;1,01022113;1,077888439;0,794602936;0,910877407;0,980444816;0,726923274;0,012586106;0,014003844;0,130008964;0,107923623;0,101662141;0,047281415;0,132486978;0,070113729;0,034939238;0,163274559;0,095385028;0,048206542;0,026907393;0,060347715;0,125853271;0,148116225;0,104079879;0,07875303;0,017525566;0,022480502;6,21256E+12;4,74414E+12;4,87777E+12;4,98457E+12;5,92967E+12;6,30609E+12;6,20788E+12;6,19395E+12;6,14524E+12;1,40214E+13;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;110;3315;KABUPATEN GROBOGAN;3315;18182;20182;21765;23464;25409;27291;27269;28815;31807;34760;;;;;;;;;;;0,076551956;0,103868955;0,000155429;0,094744146;0,01744691;0,01444318;0,032084678;0,035594828;0,027093803;0,041683953;0,137521894;0,135170467;0,135802959;0,181506094;0,129429396;0,133475642;0,138580301;0,160988335;0,16408304;0,162142943;0,182598919;0,148964164;0,212253686;0,236317647;0,180523855;0,17586289;0,134876552;0,119483167;0,172015822;0,136596739;1,366629588;1,308386628;1,306182424;1,488073531;1,038949306;1,078685182;1,055579;1,312630055;1,216299652;1,176816537;0,009827637;0,028033778;0,036167516;0,041879105;0,016053402;0,014634959;0,039699236;0,027579955;0,013207627;0,019570657;0,12250722;0,127585455;0,054404214;0,055835601;0,067262307;0,052203732;0,040802528;0,089617421;0,079322273;0,056746996;2,5454E+12;2,11018E+12;2,57883E+12;2,82756E+12;3,50479E+12;3,64282E+12;3,77102E+12;4,13321E+12;4,5416E+12;5,04291E+12;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91;112;6210;KABUPATEN GUNUNG MAS;6210;3378;3777;4234;4694;5164;5743;6275;7173;8135;8620;;;;;;;;;;;0,02189382;0,033587438;0,046228366;0,022970594;0,146847699;0,010029671;0,100401047;0,050281642;0,061101881;0,007246313;0,042778392;0,038917091;0,038210562;0,035238436;0,042193602;0,072897839;0,066688662;0,078887605;0,072148044;0,030602546;0,310574415;0,283276526;0,291828096;0,293784713;0,248225353;0,170829612;0,186790798;0,186421288;0,229682591;0,220864664;1,223823831;0,989280588;1,017318386;0,945506435;1,091507765;1,300745648;1,095259702;1,329294556;0,960483778;0,424840629;0,078918848;0,000238917;0,042742142;0,005289184;0,13474446;0,041413174;0,143095263;0,008067348;0,055709427;0,02400697;0,104083729;0,092317138;0,047899552;0,008367805;0,009511548;0,03574557;0,075757991;0,097454175;0,125029974;0,042068916;2,22415E+12;1,84062E+12;1,99623E+12;2,05124E+12;2,05717E+12;2,04133E+12;2,0088E+12;2,01034E+12;2,06283E+12;4,4358E+12;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
92;115;8202;KABUPATEN HALMAHERA TENGAH;8202;1401;1543;1769;1931;2196;2429;3292;9667;21311;28510;;;;;;;;;;;0,073219114;0,065451487;0,068664038;0,081152204;0,035169947;0,090433942;0,087948728;0,197819093;0,194489857;0,097800618;0,031313399;0,037784848;0,021321874;0,026613234;0,021864077;0,059518065;0,074388007;0,086586377;0,128186626;0,118911415;0,389648077;0,359233417;0,256035399;0,256599946;0,224482179;0,308774613;0,347691447;0,321371362;0,391380607;0,287254519;1,552010356;1,666981968;0,918580506;0,878858261;0,61255772;0,979117025;1,129790032;0,545124643;0,223392527;0,642393299;0,067941795;0,029463491;0,224096336;0,146693941;0,152498836;0,190872045;0,228789576;0,26496954;0,309374635;0,196039942;0,080333014;0,017027596;0,037802976;0,020201219;0,035862912;0,015821341;0,002608049;0,051633301;0,051070207;0,136954758;1,50366E+12;1,41164E+12;1,53072E+12;1,98773E+12;1,99458E+12;2,18449E+12;2,38721E+12;3,22897E+12;3,12978E+12;4,17612E+12;0;0;0;0;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0
93;118;6306;KABUPATEN HULU SUNGAI SELATAN;6306;4258;4782;5199;5655;6168;6604;6565;7126;8442;9165;;;;;;;;;;;0,056757662;0,112635616;0,40789745;0,047580468;0,108379805;0,465541913;0,093690255;0,164793414;0,298233808;0,340300422;0,093524298;0,09019289;0,081106017;0,124608019;0,100771876;0,11242718;0,149521742;0,184492022;0,100073148;0,121844459;0,246968792;0,320275611;0,282131998;0,196234785;0,209744636;0,242475422;0,152703906;0,183645967;0,143018861;0,197025879;1,251896296;1,329732892;1,432127242;1,838374669;1,029265946;1,085100761;1,34953615;1,420282657;0,690634152;0,874974073;0,010093019;0,10579593;0,225316687;0,014485981;0,042815106;0,220251703;0,025630581;0,053896399;0,025546587;0,12247962;0,24113019;0,087280703;0,137231906;0,113608029;0,143360429;0,184217443;0,223333013;0,166962686;0,241382015;0,285268363;2,553E+12;2,23022E+12;2,61004E+12;2,59172E+12;2,88785E+12;3,37005E+12;3,48533E+12;3,53501E+12;3,90182E+12;4,10993E+12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
94;120;6308;KABUPATEN HULU SUNGAI UTARA;6308;3147;3564;3865;4190;4573;4954;4969;5253;5671;6128;;;;;;;;;;;0,139459008;0,166654809;0,040085293;0,181158826;0,272713544;0,309544908;0,098484848;0,151093433;0,359025906;0,328559814;0,100784466;0,090788605;0,079183478;0,121563405;0,091081129;0,1103238;0,101524543;0,112680109;0,08479548;0,108787605;0,249185828;0,294330953;0,288857314;0,168976067;0,182571361;0,18369137;0,213558371;0,1620052;0,197478418;0,197379718;1,876160291;1,467402929;1,120867875;1,438229226;1,007176362;1,286928703;1,135760086;0,85403742;0,949579846;1,09010154;0,037321825;0,03208468;0,125093955;0,133697564;0,1473256;0,169881271;0,024013426;0,148169586;0,056451827;0,252233106;0,399712868;0,308111928;0,181366436;0,158241802;0,149079414;0,153888019;0,147844697;0,057623657;0,237973472;0,181709169;2,0887E+12;2,10301E+12;2,26599E+12;2,31377E+12;2,44945E+12;2,62149E+12;2,69655E+12;2,66624E+12;3,04233E+12;6,64026E+12;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
95;122;1404;KABUPATEN INDRAGIRI HILIR;1404;47822;51800;57292;60871;60203;62776;65044;73352;83164;87546;;;;;;;;;;;0,0655221;0,096217609;0,055300644;0,066278178;0,021855554;0,060306407;0,072898677;0,13753034;0,075362366;0,042671288;0,058476398;0,07801531;0,072075395;0,118805101;0,083733594;0,076528333;0,091182724;0,114744344;0,088549702;0,09212076;0,229831776;0,196631516;0,208722823;0,175689005;0,118691613;0,129830262;0,134708452;0,097478845;0,084788537;0,094569494;1,286629586;1,21107484;1,012978241;1,302528084;0,946721971;0,853652712;0,996600718;1,175031156;0,843046778;0,964004288;0,172529787;0,223431085;0,197254463;0,080172838;0,149091515;0,119032715;0,173336831;0,064539368;0,016340878;0,128648829;0,292517023;0,229815452;0,117525765;0,005970691;0,04278004;0,047368985;0,057643185;0,108847617;0,089722218;0,077376046;4,83917E+12;3,72504E+12;3,87073E+12;3,73427E+12;3,886E+12;3,91916E+12;2,1048E+12;3,87774E+12;3,88884E+12;7,73931E+12;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96;126;9103;KABUPATEN JAYAPURA;9103;8450;9977;11511;12891;14522;16429;15975;17045;18261;19216;;;;;;;;;;;0,156011879;0,093551962;0,013465437;0,04121627;0,007529687;0,058453561;0,056135165;0,022359459;0,047665206;0,011558587;0,079840934;0,062481452;0,062020941;0,079037;0,069096069;0,079797805;0,066660165;0,102813797;0,116185881;0,09233079;0,222272682;0,243220979;0,276111296;0,139255038;0,129470672;0,186191642;0,197641227;0,192196943;0,215134359;0,200990352;2,35894814;1,252431202;1,081386696;1,142738062;0,861862809;0,895763658;0,549999923;0,817315283;1,076994796;0,8977689;0,092627604;0,009613635;0,003379763;0,008150506;0,031097826;0,036628248;0,095873229;0,108944118;0,02205883;0,003086757;0,182435844;0,176313973;0,076231229;0,078810904;0,09804445;0,033983901;0,177316223;0,114145783;0,034975672;0,021486175;2,4593E+12;1,94422E+12;2,19026E+12;2,24668E+12;2,35081E+12;2,40364E+12;2,61246E+12;2,77287E+12;2,97344E+12;3,24765E+12;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0
97;127;9102;KABUPATEN JAYAWIJAYA;9102;4756;5416;6131;6803;7604;8340;8255;8439;9166;10155;;;;;;;;;;;0,212379529;0,151382614;0,026880273;0,010866795;0,007615975;0,054275675;0,095701289;0,004269061;0,07932135;0,038268385;0,058598785;0,055859588;0,047704953;0,050727322;0,058834985;0,040443867;0,046093177;0,029643368;0,043470935;0,049375076;0,304736567;0,34537562;0,257473962;0,226144753;0,183128913;0,150553743;0,154964113;0,165910209;0,216621665;0,278856245;2,943171407;1,64932941;1,501419837;0,853890714;1,119276569;1,328666994;0,953828554;0,865054278;2,891141844;2,999986741;0,190177895;0,183260588;0,013176592;0,015558917;0,019202507;0,101493826;0,11836231;0,081336131;0,016944214;0,007936185;0,096619905;0,049547696;0,058556215;0,007308586;0,014253756;0,064486822;0,075303383;0,113149699;0,139190019;0,047190211;2,52713E+12;2,30986E+12;2,54633E+12;2,61481E+12;2,76552E+12;2,8934E+12;2,8934E+12;2,92272E+12;3,16047E+12;3,36114E+12;0;1;1;1;1;1;1;1;1;0;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0
98;128;3509;KABUPATEN JEMBER;3509;50602;56377;62513;67390;72136;77234;76040;81069;88030;95290;;;;;;;;;;;0,048901143;0,027278176;0,07314884;0,010229794;0,00263525;0,039255264;0,108426981;0,038569577;0,025247531;0,008763961;0,15745021;0,148203365;0,164203557;0,206665451;0,166489413;0,174950312;0,167969794;0,178190142;0,172332769;0,193180157;0,199381789;0,180439107;0,154516922;0,19921199;0,154270301;0,188706094;0,057105254;0,147946857;0,199192276;0,061060018;0,955601254;0,90912595;1,080514337;1,366390486;1,013963414;1,058638169;0,79088402;0,886245199;0,987140549;0,897450523;0,023329522;0,01458804;0,159877801;0,012451824;0,086286943;0,036404526;0,272417133;0,161227466;0,053322915;0,099536108;0,144268256;0,139322212;0,203494782;0,16359667;0,195370435;0,165148334;0,238712016;0,18977704;0,03266022;0,069893015;5,81872E+12;3,59461E+12;4,16352E+12;4,26082E+12;4,75183E+12;5,22385E+12;5,35787E+12;5,41831E+12;6,67808E+12;6,63974E+12;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99;129;5101;KABUPATEN JEMBRANA;5101;9020;10198;11168;12116;13143;14162;13438;13511;14532;15613;;;;;;;;;;;0,074444178;0,080140286;0,033176562;0,082177467;0,016410776;0,003586942;0,117876683;0,002649381;0,023319457;0,0884675;0,108519321;0,108614115;0,105016369;0,102239684;0,115346489;0,116770089;0,135861877;0,173305988;0,160622404;0,197761989;0,20585112;0,210029597;0,293959608;0,232316774;0,283173797;0,188500538;0,078053314;0,082050471;0,113442295;0,080827668;1,360373397;1,347757384;1,297917466;1,013229781;0,986008905;1,015865472;1,045918659;1,270364664;1,200291309;1,390658729;0,015089643;0,012127984;0,031519393;0,088716736;0,044763268;0,02557902;0,156985807;0,056005052;0,02063035;0,011055577;0,144935225;0,151600033;0,070808371;0,185362064;0,079970933;0,066160036;0,090265224;0,121665119;0,083773872;0,061368457;1,75894E+12;1,35569E+12;1,79072E+12;2,05578E+12;2,21088E+12;2,29755E+12;2,23407E+12;2,23503E+12;2,20656E+12;2,28373E+12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
100;130;7304;KABUPATEN JENEPONTO;7304;6156;7001;7849;8615;9417;10090;10289;11053;11780;12152;;;;;;;;;;;0,020424006;0,139057402;0,000116955;0,028715221;0,037983405;0,034185894;0,043915596;0,050937845;0,020413704;0,021508851;0,057224603;0,058647903;0,061525951;0,089966917;0,075943194;0,074603884;0,086929238;0,081109374;0,086657999;0,098856759;0,188328217;0,26903194;0,303207642;0,179885926;0,156495356;0,214762567;0,178229125;0,128748378;0,130951241;0,116399576;1,041711158;0,957308351;1,001131866;0,865243938;0,760884778;0,717766579;0,789863842;0,683780045;0,869686089;1,04175898;0,087430839;0,051870346;0,075681971;0,04658052;0,062064255;0,037887982;0,035680384;0,060119369;0,011448054;0,013684162;0,035204555;0,05334842;0,057080823;0,021698917;0,040171079;0,038683908;0,033045112;0,03822796;0,025471296;0,060087311;1,7409E+12;1,57158E+12;1,84772E+12;1,84129E+12;2,11891E+12;2,25959E+12;2,3568E+12;2,37899E+12;2,36953E+12;2,15506E+12;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
101;131;3320;KABUPATEN JEPARA;3320;20067;22096;23950;25785;27995;30231;30175;32046;35036;38047;;;;;;;;;;;0,111059974;0,197140082;0,078889249;0,100977542;0,063693122;0,043639205;0,042586263;0,190525349;0,036455535;0,019656089;0,144842826;0,139957205;0,153132159;0,150355259;0,1637217;0,159489448;0,181130088;0,171645303;0,18372508;0,190373248;0,125512471;0,177995563;0,184005093;0,182510984;0,172905988;0,139122878;0,11740308;0,100446783;0,080803016;0,086426767;1,684342652;1,399403068;1,472030992;1,179311786;1,135718867;1,069702777;1,039371767;0,999325638;0,872473031;0,89075075;0,034875336;0,065312482;0,02096346;0,006588042;0,024522859;0,002450615;0,107662715;0,081431779;0,058698591;0,034003647;0,140694712;0,151298339;0,10633066;0,074573803;0,047546088;0,070196661;0,090475941;0,113072329;0,060945195;0,022151282;4,65297E+12;5,22743E+12;5,18452E+12;5,88632E+12;6,13226E+12;6,49668E+12;6,62688E+12;6,67443E+12;6,49092E+12;6,43817E+12;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102;132;3517;KABUPATEN JOMBANG;3517;26339;29148;31983;34820;37932;40494;39871;41747;45936;49984;;;;;;;;;;;0,157745492;0,136407553;0,01771508;0,075063724;0,023565399;0,008656266;0,052327171;0,104861868;0,043767659;0,080269786;0,159542276;0,16918389;0,165764184;0,207086187;0,174386942;0,178368706;0,184608458;0,230913112;0,19439585;0,211866064;0,199452912;0,186248749;0,154319801;0,161288239;0,124767174;0,141249837;0,096402424;0,133651974;0,124519463;0,082998424;1,477758501;1,42103232;1,208815993;1,513393002;1,089846742;1,085479508;1,002716672;1,393418104;1,024919694;1,174919588;0,022909227;0,032065887;0,046270849;0,03613915;0,086823811;0,052035029;0,114682534;0,006913314;0,057364998;0,001242376;0,186369957;0,156392637;0,101752309;0,136759537;0,199798517;0,189924985;0,204368738;0,205270471;0,137313098;0,125943879;4,52565E+12;2,45126E+12;2,74993E+12;3,17519E+12;3,40416E+12;3,74246E+12;3,86995E+12;4,17931E+12;4,1083E+12;8,16763E+12;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
103;133;9208;KABUPATEN KAIMANA;9208;1775;1985;2153;2366;2587;2788;2699;2672;2741;2915;;;;;;;;;;;0,084398934;0,009350529;0,00928598;0,02483106;0,001042463;0,021805218;0,094624414;0,023040305;0,042616849;0,019651069;0,030625186;0,026770495;0,039541939;0,036286996;0,040502378;0,026357773;0,032695673;0,033128906;0,023684487;0,023003821;0,331201766;0,331320844;0,276442552;0,285577585;0,22405997;0,249502406;0,304786757;0,241116394;0,150141776;0,153955612;1,729738191;1,514191747;2,596039127;1,185303977;1,66572392;1,104125976;1,182686855;0,822731622;1,068329716;1,201299813;0,032547321;0,083498038;0,025376121;0,022426012;0,062192905;0,005973196;0,08086078;0,104605059;0,084502283;0,106494192;0,189831689;0,118859795;0,126849358;0,144075738;0,145800754;0,155204928;0,098103224;0,143058673;0,161985671;0,194637249;2,38747E+12;1,67189E+12;1,82002E+12;2,01137E+12;2,16299E+12;2,59589E+12;2,71267E+12;2,16996E+12;2,2541E+12;2,38474E+12;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0
